Query accesion	Subject Seq-id	Subject Scientific Name	Subject Taxonomy ID	Percentage of identical matches	Alignment length	Number of mismatches	Number of gap openings	Start of alignment in query	End of alignment in query	Start of alignment in subject	End of alignment in subject	Total number of gap	Expect value	Bit score
BLAST_AUTO_ID_1	gnl|onekp|VRGZ_scaffold_2000799	Petalonia fascia	2893	49.012	810	368	11	91	899	8	773	45	0.0	808
BLAST_AUTO_ID_1	gnl|onekp|CLMX_scaffold_2006151	Escallonia rubra	112253	80.042	481	92	3	431	911	1	477	4	0.0	806
BLAST_AUTO_ID_1	gnl|onekp|WXRI_scaffold_2030266	Stichococcus bacillaris	37433	49.153	826	384	14	91	911	6	800	36	0.0	805
BLAST_AUTO_ID_1	gnl|onekp|KBRW_scaffold_2000057	Oenothera clelandii	690534	76.970	495	98	4	421	911	1	483	16	0.0	804
BLAST_AUTO_ID_1	gnl|onekp|JCXF_scaffold_2014092	Scytosiphon lomentaria	27967	49.200	813	372	10	91	902	5	777	41	0.0	804
BLAST_AUTO_ID_1	gnl|onekp|CMFF_scaffold_2072135	Lupinus polyphyllus	3874	74.506	506	123	4	410	911	1	504	6	0.0	804
BLAST_AUTO_ID_1	gnl|onekp|UVDC_scaffold_2008590	Azadirachta indica	124943	79.253	482	86	3	433	911	1	471	14	0.0	803
BLAST_AUTO_ID_1	gnl|onekp|XXYA_scaffold_2005358	N/A	39257	77.600	500	102	3	1	491	1	499	10	0.0	801
BLAST_AUTO_ID_1	gnl|onekp|VJDZ_scaffold_2041396	Botryosphaerella sudetica	244529	47.080	839	411	10	91	902	25	857	33	0.0	801
BLAST_AUTO_ID_1	gnl|onekp|KADG_scaffold_2047049	Ignatius tetrasporus	231078	49.036	830	390	12	91	911	21	826	33	0.0	801
BLAST_AUTO_ID_1	gnl|onekp|DIHD_scaffold_2004316	Heliotropium tenellum	1799587	84.152	448	66	2	373	817	1	446	5	0.0	801
BLAST_AUTO_ID_1	gnl|onekp|ATYL_scaffold_2006243	Scutellaria montana	1799630	81.505	465	83	3	380	842	1	464	3	0.0	801
BLAST_AUTO_ID_1	gnl|onekp|WQUF_scaffold_2093824	Nepenthes alata	4376	74.950	503	121	3	413	911	1	502	5	0.0	800
BLAST_AUTO_ID_1	gnl|onekp|PZIF_scaffold_2014557	Tetradesmus dimorphus	119574	47.052	865	424	12	71	911	5	859	34	0.0	800
BLAST_AUTO_ID_1	gnl|onekp|ULXR_scaffold_2017302	Scytosiphon dotyi	180438	48.462	813	378	9	91	902	5	777	41	0.0	799
BLAST_AUTO_ID_1	gnl|onekp|RDOO_scaffold_2007706	Frisvollia varia	1286318	56.377	690	287	3	46	735	31	706	14	0.0	799
BLAST_AUTO_ID_1	gnl|onekp|RDOO_scaffold_2007705	Frisvollia varia	1286318	56.377	690	287	3	46	735	31	706	14	0.0	799
BLAST_AUTO_ID_1	gnl|onekp|NBMW_scaffold_2039636	N/A	24028	77.207	487	105	4	426	911	1	482	6	0.0	799
BLAST_AUTO_ID_1	gnl|onekp|APTP_scaffold_2005418	Ishige okamurae	233772	48.582	811	369	11	91	897	5	771	48	0.0	798
BLAST_AUTO_ID_1	gnl|onekp|KUJU_scaffold_2008748	Gonium pectorale	33097	46.506	830	418	11	91	911	43	855	26	0.0	797
BLAST_AUTO_ID_1	gnl|onekp|GDZS_scaffold_2016277	Byblis gigantea	45326	78.189	486	102	3	382	864	1	485	4	0.0	797
BLAST_AUTO_ID_1	gnl|onekp|ZIVZ_scaffold_2051861	Phacotus lenticularis	52965	47.437	839	416	13	87	911	24	851	25	0.0	796
BLAST_AUTO_ID_1	gnl|onekp|ASZK_scaffold_2019539	Punctaria latifolia	90013	48.540	822	381	11	91	911	5	785	42	0.0	796
BLAST_AUTO_ID_1	gnl|onekp|DRFX_scaffold_2004157	Closterium lunula	227149	51.084	738	315	6	181	872	1	738	46	0.0	796
BLAST_AUTO_ID_1	gnl|onekp|QYXY_scaffold_2007877	Botryococcus terribilis	1471368	48.671	828	398	10	91	911	25	832	27	0.0	795
BLAST_AUTO_ID_1	gnl|onekp|PVGP_scaffold_2000647	Porphyridium purpureum	35688	49.150	824	373	12	94	902	13	805	46	0.0	795
BLAST_AUTO_ID_1	gnl|onekp|OBUY_scaffold_2000348	Porphyridium purpureum	35688	49.268	820	376	11	94	902	13	803	40	0.0	795
BLAST_AUTO_ID_1	gnl|onekp|XXYA_scaffold_2005357	N/A	39257	77.400	500	103	3	1	491	1	499	10	0.0	795
BLAST_AUTO_ID_1	gnl|onekp|QLMZ_scaffold_2080607	Colpomenia sinuosa	87236	49.012	810	368	11	96	902	1	768	45	0.0	795
BLAST_AUTO_ID_1	gnl|onekp|FXHG_scaffold_2017837	Hafniomonas reticulata	51322	48.000	825	399	9	91	909	27	827	30	0.0	795
BLAST_AUTO_ID_1	gnl|onekp|VKGP_scaffold_2002610	Geranium carolinianum	554690	78.224	473	101	2	276	747	1	472	2	0.0	794
BLAST_AUTO_ID_1	gnl|onekp|RYJX_scaffold_2006974	Pandorina morum	33099	46.953	837	413	10	91	911	43	864	31	0.0	794
BLAST_AUTO_ID_1	gnl|onekp|SDPC_scaffold_2000185	Oedogonium foveolatum	321584	48.727	825	394	14	91	902	25	833	29	0.0	793
BLAST_AUTO_ID_1	gnl|onekp|DVYE_scaffold_2008823	Oedogonium cardiacum	55995	48.687	838	393	14	91	902	28	854	37	0.0	793
BLAST_AUTO_ID_1	gnl|onekp|VYGG_scaffold_2007703	Stachyurus praecox	85277	79.583	480	89	4	437	911	1	476	9	0.0	793
BLAST_AUTO_ID_1	gnl|onekp|SIBR_scaffold_2011422	Verbascum arcturus	39285	77.355	499	103	3	2	491	1	498	10	0.0	793
BLAST_AUTO_ID_1	gnl|onekp|XTON_scaffold_2009704	Pediastrum duplex	3105	47.738	840	406	8	91	902	25	859	33	0.0	792
BLAST_AUTO_ID_1	gnl|onekp|WXVX_scaffold_2008188	Rhododendron tomentosum	49170	73.398	515	119	4	1	513	1	499	18	0.0	792
BLAST_AUTO_ID_1	gnl|onekp|FIKG_scaffold_2077451	Sargassum henslowianum	703908	47.509	823	397	10	91	911	5	794	35	0.0	792
BLAST_AUTO_ID_1	gnl|onekp|XQWC_scaffold_2163250	Magnolia maudiae	86768	76.016	492	113	5	421	911	2	489	5	0.0	791
BLAST_AUTO_ID_1	gnl|onekp|FSQE_scaffold_2053062	Desmarestia viridis	62313	48.957	815	370	11	91	902	5	776	46	0.0	791
BLAST_AUTO_ID_1	gnl|onekp|JWGT_scaffold_2063367	Volvox aureus	47287	46.675	842	416	13	91	911	43	872	33	0.0	789
BLAST_AUTO_ID_1	gnl|onekp|ZUQW_scaffold_2023210	Glycine soja	3848	79.957	469	92	2	443	911	1	467	2	0.0	789
BLAST_AUTO_ID_1	gnl|onekp|HFIK_scaffold_2014009	Sargassum vachellianum	1155129	47.229	830	396	11	91	911	5	801	42	0.0	788
BLAST_AUTO_ID_1	gnl|onekp|LLXJ_scaffold_2007999	Chroodactylon ornatum	139907	48.727	825	379	12	88	897	1	796	44	0.0	788
BLAST_AUTO_ID_1	gnl|onekp|HHXJ_scaffold_2042678	Tetraselmis striata	3165	48.005	827	396	11	91	911	18	816	34	0.0	787
BLAST_AUTO_ID_1	gnl|onekp|WRSL_scaffold_2062235	Volvox aureus	47287	46.492	841	418	13	91	911	43	871	32	0.0	787
BLAST_AUTO_ID_1	gnl|onekp|JWEY_scaffold_2001007	Heliotropium tenuifolium	222088	80.342	468	79	4	1	467	1	456	13	0.0	786
BLAST_AUTO_ID_1	gnl|onekp|JWEY_scaffold_2001006	Heliotropium tenuifolium	222088	80.342	468	79	4	1	467	1	456	13	0.0	786
BLAST_AUTO_ID_1	gnl|onekp|SYJM_scaffold_2040920	Dunaliella salina	3046	46.318	842	413	13	91	911	26	849	39	0.0	786
BLAST_AUTO_ID_1	gnl|onekp|RHVC_scaffold_2005045	Dunaliella salina	3046	47.692	845	374	15	91	911	26	826	68	0.0	785
BLAST_AUTO_ID_1	gnl|onekp|WEEQ_scaffold_2005260	Phaeoceros carolinianus	185665	57.165	649	265	8	272	911	1	645	13	0.0	785
BLAST_AUTO_ID_1	gnl|onekp|WEEQ_scaffold_2005258	Phaeoceros carolinianus	185665	57.165	649	265	8	272	911	1	645	13	0.0	785
BLAST_AUTO_ID_1	gnl|onekp|GUBD_scaffold_2002249	Brachiomonas submarina	327064	45.424	896	409	14	91	911	25	915	80	0.0	785
BLAST_AUTO_ID_1	gnl|onekp|QWRA_scaffold_2059041	N/A	78181	48.309	828	398	11	91	911	34	838	30	0.0	783
BLAST_AUTO_ID_1	gnl|onekp|FOMH_scaffold_2006138	Sargassum integerrimum	1159339	47.023	823	401	11	91	911	5	794	35	0.0	783
BLAST_AUTO_ID_1	gnl|onekp|VKGP_scaffold_2002611	Geranium carolinianum	554690	77.801	473	99	3	276	747	1	468	6	0.0	783
BLAST_AUTO_ID_1	gnl|onekp|BEFC_scaffold_2010963	Manilkara zapota	3741	79.747	474	80	5	445	911	1	465	16	0.0	782
BLAST_AUTO_ID_1	gnl|onekp|VKVG_scaffold_2002677	Synura sp.	2003110	45.843	842	399	13	101	903	15	838	57	0.0	782
BLAST_AUTO_ID_1	gnl|onekp|ZLQE_scaffold_2003092	Stephanosphaera pluvialis	51712	46.370	854	411	12	82	902	17	856	47	0.0	781
BLAST_AUTO_ID_1	gnl|onekp|DIHD_scaffold_2004313	Heliotropium tenellum	1799587	84.332	434	63	2	387	817	1	432	5	0.0	781
BLAST_AUTO_ID_1	gnl|onekp|WCLV_scaffold_2018868	Prasiola crispa	173492	47.337	826	413	10	91	911	21	829	22	0.0	780
BLAST_AUTO_ID_1	gnl|onekp|JHUL_scaffold_2012057	Hemerocallis	16107	70.076	528	144	7	389	911	1	519	14	0.0	780
BLAST_AUTO_ID_1	gnl|onekp|LDRY_scaffold_2019150	Sargassum fusiforme	590727	47.023	823	401	10	91	911	5	794	35	0.0	780
BLAST_AUTO_ID_1	gnl|onekp|ZNUM_scaffold_2026390	Leptosira obovata	53270	47.209	824	406	10	91	911	6	803	29	0.0	779
BLAST_AUTO_ID_1	gnl|onekp|VYER_scaffold_2005368	Sargassum hemiphyllum	127544	47.219	809	393	9	91	897	5	781	34	0.0	778
BLAST_AUTO_ID_1	gnl|onekp|JGGD_scaffold_2009319	Sargassum muticum	74468	47.342	809	392	9	91	897	5	781	34	0.0	778
BLAST_AUTO_ID_1	gnl|onekp|WEEQ_scaffold_2005261	Phaeoceros carolinianus	185665	56.703	649	268	8	272	911	1	645	13	0.0	778
BLAST_AUTO_ID_1	gnl|onekp|LIRF_scaffold_2015523	Dictyopteris undulata	156997	47.485	815	384	9	91	903	5	777	44	0.0	777
BLAST_AUTO_ID_1	gnl|onekp|LAPO_scaffold_2018466	Draba oligosperma	95413	71.984	514	114	6	17	513	1	501	30	0.0	777
BLAST_AUTO_ID_1	gnl|onekp|DBYD_scaffold_2003558	Synura petersenii	52555	46.136	841	401	13	101	903	15	841	52	0.0	777
BLAST_AUTO_ID_1	gnl|onekp|FMVB_scaffold_2009035	Scherffelia dubia	3190	47.531	810	394	9	91	897	11	792	31	0.0	776
BLAST_AUTO_ID_1	gnl|onekp|ZMGN_scaffold_2013451	Neurachne munroi	4524	76.956	473	101	4	173	642	1	468	8	0.0	775
BLAST_AUTO_ID_1	gnl|onekp|RAPY_scaffold_2088000	Saccharina sculpera	416830	47.847	813	383	10	91	902	5	777	41	0.0	773
BLAST_AUTO_ID_1	gnl|onekp|YRMA_scaffold_2106574	Sargassum thunbergii	127542	47.095	809	394	9	91	897	5	781	34	0.0	773
BLAST_AUTO_ID_1	gnl|onekp|RBYC_scaffold_2078300	Elaeagnus pungens	693372	80.568	458	81	5	421	875	2	454	8	0.0	773
BLAST_AUTO_ID_1	gnl|onekp|FIDQ_scaffold_2072140	Undaria pinnatifida	74381	47.109	813	389	9	91	902	5	777	41	0.0	771
BLAST_AUTO_ID_1	gnl|onekp|RUIF_scaffold_2054675	Carteria obtusa	69402	46.445	844	422	9	91	911	25	861	30	0.0	770
BLAST_AUTO_ID_1	gnl|onekp|DUMA_scaffold_2036656	Tetraselmis cordiformis	426497	47.942	826	384	12	91	902	21	814	46	0.0	770
BLAST_AUTO_ID_1	gnl|onekp|LXRN_scaffold_2048585	Prymnesium parvum	97485	46.894	821	393	14	91	902	10	796	43	0.0	769
BLAST_AUTO_ID_1	gnl|onekp|XIVI_scaffold_2096797	N/A	36880	47.939	849	371	17	91	897	5	824	71	0.0	769
BLAST_AUTO_ID_1	gnl|onekp|SNBI_scaffold_2094760	Sambucus canadensis	57008	78.879	464	94	3	448	911	1	460	4	0.0	768
BLAST_AUTO_ID_1	gnl|onekp|XZUY_scaffold_2004516	Cycas micholitzii	182486	62.775	591	195	10	336	911	1	581	25	0.0	768
BLAST_AUTO_ID_1	gnl|onekp|JDQB_scaffold_2070588	Callitris pancheri	89193	59.866	598	227	5	302	896	1	588	13	0.0	766
BLAST_AUTO_ID_1	gnl|onekp|TCBC_scaffold_2008417	Nothoceros vincentianus	56934	51.639	732	291	11	231	902	1	729	63	0.0	766
BLAST_AUTO_ID_1	gnl|onekp|OBUY_scaffold_2000349	Porphyridium purpureum	35688	47.619	819	381	13	94	897	7	792	48	0.0	765
BLAST_AUTO_ID_1	gnl|onekp|RWXW_scaffold_2016362	Sargassum horneri	74089	47.649	808	390	9	91	897	5	780	33	0.0	765
BLAST_AUTO_ID_1	gnl|onekp|HMHL_scaffold_2000193	Marchantia paleacea	56867	55.136	662	278	8	256	905	1	655	19	0.0	764
BLAST_AUTO_ID_1	gnl|onekp|WMUK_scaffold_2008177	N/A	1799627	78.013	473	84	4	1	467	1	459	20	0.0	764
BLAST_AUTO_ID_1	gnl|onekp|RHVC_scaffold_2005047	Dunaliella salina	3046	46.619	843	386	15	91	911	26	826	64	0.0	764
BLAST_AUTO_ID_1	gnl|onekp|IHWO_scaffold_2000274	Marchantia paleacea	56867	55.219	661	277	8	257	905	1	654	19	0.0	764
BLAST_AUTO_ID_1	gnl|onekp|RHVC_scaffold_2005044	Dunaliella salina	3046	46.619	843	386	15	91	911	26	826	64	0.0	763
BLAST_AUTO_ID_1	gnl|onekp|WAXR_scaffold_2007842	Litchi chinensis	151069	86.308	409	51	1	79	487	1	404	5	0.0	762
BLAST_AUTO_ID_1	gnl|onekp|MZLD_scaffold_2011863	Ligustrum sinense	126438	77.167	473	100	2	1	473	1	465	8	0.0	761
BLAST_AUTO_ID_1	gnl|onekp|NKIN_scaffold_2012152	Thujopsis dolabrata	13727	57.165	642	216	8	328	911	1	641	59	0.0	761
BLAST_AUTO_ID_1	gnl|onekp|UGPM_scaffold_2025068	Chondrus crispus	2769	45.981	846	401	13	91	903	4	826	56	0.0	759
BLAST_AUTO_ID_1	gnl|onekp|SEMK_scaffold_2007274	Oenothera grandis	690536	70.541	499	134	5	379	873	1	490	13	0.0	759
BLAST_AUTO_ID_1	gnl|onekp|XHKT_scaffold_2014778	Sanguinaria canadensis	3472	80.000	440	81	2	58	497	11	443	7	0.0	757
BLAST_AUTO_ID_1	gnl|onekp|DIHD_scaffold_2004314	Heliotropium tenellum	1799587	82.719	434	63	3	387	817	1	425	12	0.0	757
BLAST_AUTO_ID_1	gnl|onekp|PYDB_scaffold_2027676	Grateloupia catenata	118369	47.458	826	386	12	91	904	2	791	48	0.0	756
BLAST_AUTO_ID_1	gnl|onekp|DIHD_scaffold_2026422	Heliotropium tenellum	1799587	76.042	480	96	3	398	875	1	463	19	0.0	755
BLAST_AUTO_ID_1	gnl|onekp|BAJW_scaffold_2045028	Isochrysis sp.	40639	46.738	843	382	19	91	902	14	820	67	0.0	755
BLAST_AUTO_ID_1	gnl|onekp|VDAO_scaffold_2000252	Ephedra sinica	33152	67.105	532	152	4	302	812	1	530	23	0.0	755
BLAST_AUTO_ID_1	gnl|onekp|DIHD_scaffold_2004315	Heliotropium tenellum	1799587	83.180	434	62	3	387	817	1	426	11	0.0	755
BLAST_AUTO_ID_1	gnl|onekp|FUMQ_scaffold_2002394	Nepeta cataria	39347	84.483	406	63	0	94	499	1	406	0	0.0	752
BLAST_AUTO_ID_1	gnl|onekp|GCYL_scaffold_2006538	Portulaca suffruticosa	1658738	79.326	445	85	4	468	911	2	440	7	0.0	750
BLAST_AUTO_ID_1	gnl|onekp|EWXK_scaffold_2022759	Thyrsopteris elegans	361528	61.257	573	212	6	338	903	328	897	10	0.0	750
BLAST_AUTO_ID_1	gnl|onekp|EWXK_scaffold_2022759	Thyrsopteris elegans	361528	68.898	254	77	1	91	342	25	278	2	4.07e-119	391
BLAST_AUTO_ID_1	gnl|onekp|QIKZ_scaffold_2000592	Griselinia racemosa	140583	77.919	471	88	4	1	467	1	459	16	0.0	749
BLAST_AUTO_ID_1	gnl|onekp|SFKQ_scaffold_2094714	Hilleria latifolia	169266	77.974	454	94	4	461	911	1	451	6	0.0	748
BLAST_AUTO_ID_1	gnl|onekp|EXGW_scaffold_2011660	Oenothera biennis	3942	69.739	499	138	5	417	911	1	490	13	0.0	747
BLAST_AUTO_ID_1	gnl|onekp|QIKZ_scaffold_2000593	Griselinia racemosa	140583	77.707	471	91	4	1	467	1	461	14	0.0	747
BLAST_AUTO_ID_1	gnl|onekp|QRTH_scaffold_2005740	Chloromonas perforata	51730	47.453	805	366	13	91	862	26	806	57	0.0	746
BLAST_AUTO_ID_1	gnl|onekp|JQFK_scaffold_2002040	Picochlorum atomus	133490	45.556	810	402	11	94	902	5	776	39	0.0	745
BLAST_AUTO_ID_1	gnl|onekp|JQFK_scaffold_2002039	Picochlorum atomus	133490	45.556	810	402	11	94	902	5	776	39	0.0	745
BLAST_AUTO_ID_1	gnl|onekp|GDYP_scaffold_2001712	Boerhavia dominii	427788	77.111	450	99	3	463	911	1	447	4	0.0	745
BLAST_AUTO_ID_1	gnl|onekp|ALZF_scaffold_2022743	Halochlorococcum marinum	1799581	45.838	829	411	14	91	911	11	809	38	0.0	744
BLAST_AUTO_ID_1	gnl|onekp|GVCB_scaffold_2004278	Oenothera affinis	238280	77.902	448	91	3	468	911	1	444	8	0.0	744
BLAST_AUTO_ID_1	gnl|onekp|LETF_scaffold_2024892	Floydiella terrestris	51328	45.763	826	422	11	91	903	23	835	26	0.0	743
BLAST_AUTO_ID_1	gnl|onekp|GZUR_scaffold_2002827	Oenothera grandiflora	49455	77.679	448	92	3	468	911	1	444	8	0.0	742
BLAST_AUTO_ID_1	gnl|onekp|KSFK_scaffold_2023838	Desmochloris halophila	138176	46.350	822	414	12	91	902	23	827	27	0.0	741
BLAST_AUTO_ID_1	gnl|onekp|ILBQ_scaffold_2045934	Conocephalum conicum	41839	54.560	647	273	9	273	905	1	640	21	0.0	739
BLAST_AUTO_ID_1	gnl|onekp|BYNZ_scaffold_2018027	Portulaca umbraticola	860317	78.348	448	91	5	465	911	1	443	6	0.0	739
BLAST_AUTO_ID_1	gnl|onekp|RIDD_scaffold_2022207	Glycine soja	3848	78.667	450	92	4	463	911	1	447	4	0.0	738
BLAST_AUTO_ID_1	gnl|onekp|QBRF_scaffold_2003858	Oenothera laciniata	238288	77.728	449	91	4	468	911	1	445	9	0.0	738
BLAST_AUTO_ID_1	gnl|onekp|QBRF_scaffold_2003857	Oenothera laciniata	238288	77.728	449	91	4	468	911	1	445	9	0.0	738
BLAST_AUTO_ID_1	gnl|onekp|GGJD_scaffold_2016925	Strychnos spinosa	99302	78.889	450	90	2	465	911	1	448	5	0.0	736
BLAST_AUTO_ID_1	gnl|onekp|BERS_scaffold_2010313	Zaleya pentandra	323199	73.975	488	104	5	1	466	1	487	23	0.0	736
BLAST_AUTO_ID_1	gnl|onekp|LUNL_scaffold_2006929	Alternanthera sessilis	221762	78.652	445	90	4	468	911	1	441	5	0.0	736
BLAST_AUTO_ID_1	gnl|onekp|FXGI_scaffold_2054121	Stylidium adnatum	482951	65.556	540	169	4	376	911	1	527	17	0.0	736
BLAST_AUTO_ID_1	gnl|onekp|QJYX_scaffold_2005598	Oltmannsiellopsis viridis	51324	45.773	828	413	14	91	911	11	809	36	0.0	735
BLAST_AUTO_ID_1	gnl|onekp|PZBH_scaffold_2005676	Oltmannsiellopsis viridis	51324	45.773	828	413	14	91	911	11	809	36	0.0	735
BLAST_AUTO_ID_1	gnl|onekp|JTRM_scaffold_2091276	Dipsacus asper	516548	75.442	452	107	3	460	911	1	448	4	0.0	735
BLAST_AUTO_ID_1	gnl|onekp|IHJY_scaffold_2003584	Kappaphycus alvarezii	38544	49.599	748	337	12	177	902	1	730	40	0.0	733
BLAST_AUTO_ID_1	gnl|onekp|JIWJ_scaffold_2006703	N/A	29214	45.510	824	420	11	91	902	23	829	29	0.0	733
BLAST_AUTO_ID_1	gnl|onekp|XMCL_scaffold_2016227	Prasinococcus capsulatus	156131	44.668	844	402	14	91	903	5	814	65	0.0	733
BLAST_AUTO_ID_1	gnl|onekp|AJAU_scaffold_2000052	Rhexinema planctonicum	138173	45.322	823	429	10	91	903	23	834	21	0.0	733
BLAST_AUTO_ID_1	gnl|onekp|KRUQ_scaffold_2015135	Porella navicularis	269545	54.111	669	286	11	252	911	2	658	21	0.0	732
BLAST_AUTO_ID_1	gnl|onekp|GCYL_scaffold_2006537	Portulaca suffruticosa	1658738	76.433	471	101	7	1	467	1	465	10	0.0	731
BLAST_AUTO_ID_1	gnl|onekp|CQQP_scaffold_2009604	N/A	262510	44.940	830	432	11	91	903	6	827	25	0.0	731
BLAST_AUTO_ID_1	gnl|onekp|TZJQ_scaffold_2003340	Prorocentrum micans	2945	44.585	868	404	17	91	911	3	840	77	0.0	731
BLAST_AUTO_ID_1	gnl|onekp|SFKQ_scaffold_2094694	Hilleria latifolia	169266	46.995	832	351	14	87	911	13	761	90	0.0	730
BLAST_AUTO_ID_1	gnl|onekp|FPLR_scaffold_2015074	Glycine soja	3848	78.097	452	90	5	461	911	1	444	9	0.0	729
BLAST_AUTO_ID_1	gnl|onekp|ZUQW_scaffold_2023209	Glycine soja	3848	78.125	448	94	4	465	911	1	445	4	0.0	729
BLAST_AUTO_ID_1	gnl|onekp|OQON_scaffold_2000586	Ulvella endozoica	220632	44.097	864	417	13	89	902	21	868	66	0.0	729
BLAST_AUTO_ID_1	gnl|onekp|GDYP_scaffold_2001713	Boerhavia dominii	427788	76.017	467	106	3	1	466	1	462	6	0.0	729
BLAST_AUTO_ID_1	gnl|onekp|YBQN_scaffold_2012444	Odontoschisma prostratum	526359	54.050	642	279	10	257	888	1	636	16	0.0	728
BLAST_AUTO_ID_1	gnl|onekp|VGSX_scaffold_2071657	Retrophyllum minus	58045	62.921	534	185	7	388	911	1	531	13	0.0	727
BLAST_AUTO_ID_1	gnl|onekp|HKMQ_scaffold_2005312	Oenothera villaricae	3941	68.200	500	146	2	1	500	1	487	13	0.0	726
BLAST_AUTO_ID_1	gnl|onekp|CMCY_scaffold_2000081	Hesperaloe parviflora	39542	80.676	414	79	1	170	583	1	413	1	0.0	726
BLAST_AUTO_ID_1	gnl|onekp|OAEZ_scaffold_2029748	Percursaria percursa	153906	45.091	825	429	11	91	903	23	835	24	0.0	726
BLAST_AUTO_ID_1	gnl|onekp|EMAL_scaffold_2086397	Ehretia acuminata	163079	87.632	380	47	0	138	517	1	380	0	0.0	726
BLAST_AUTO_ID_1	gnl|onekp|SFKQ_scaffold_2012799	Hilleria latifolia	169266	73.913	483	99	7	1	467	1	472	27	0.0	724
BLAST_AUTO_ID_1	gnl|onekp|ZHMB_scaffold_2016618	Krameria lanceolata	66689	76.000	450	101	5	462	911	1	443	7	0.0	723
BLAST_AUTO_ID_1	gnl|onekp|XPAF_scaffold_2009705	Mapania palustris	1520884	68.307	508	147	8	411	911	1	501	14	0.0	723
BLAST_AUTO_ID_1	gnl|onekp|UPZX_scaffold_2004654	Corynandra viscosa	190804	77.753	445	79	5	468	911	2	427	20	0.0	723
BLAST_AUTO_ID_1	gnl|onekp|ASZK_scaffold_2019538	Punctaria latifolia	90013	47.884	756	353	10	156	911	2	716	41	0.0	722
BLAST_AUTO_ID_1	gnl|onekp|DZRA_scaffold_2011686	Mirabilis jalapa	3538	82.134	403	72	0	65	467	1	403	0	0.0	721
BLAST_AUTO_ID_1	gnl|onekp|SILJ_scaffold_2083146	Talbotia elegans	72649	70.868	484	132	6	430	911	1	477	9	0.0	721
BLAST_AUTO_ID_1	gnl|onekp|ZHMB_scaffold_2016542	Krameria lanceolata	66689	76.201	458	92	3	1	454	1	445	17	0.0	718
BLAST_AUTO_ID_1	gnl|onekp|FWBF_scaffold_2012982	Alangium chinense	16897	75.676	444	100	2	468	911	2	437	8	0.0	718
BLAST_AUTO_ID_1	gnl|onekp|SUFP_scaffold_2015595	Papaver somniferum	3469	75.217	460	102	5	1	457	1	451	12	0.0	717
BLAST_AUTO_ID_1	gnl|onekp|YSBD_scaffold_2003186	Heterosiphonia pulchra	189631	50.000	734	330	14	185	899	1	716	37	0.0	716
BLAST_AUTO_ID_1	gnl|onekp|BHYC_scaffold_2011960	Linum lewisii	586382	73.673	471	106	4	1	467	1	457	18	0.0	716
BLAST_AUTO_ID_1	gnl|onekp|SOHV_scaffold_2016042	Panicum miliaceum	4540	69.502	482	136	6	436	911	1	477	11	0.0	715
BLAST_AUTO_ID_1	gnl|onekp|CHTD_scaffold_2000823	Oenothera grandis	690536	73.491	464	110	4	1	457	1	458	13	0.0	713
BLAST_AUTO_ID_1	gnl|onekp|CHTD_scaffold_2000822	Oenothera grandis	690536	73.491	464	110	4	1	457	1	458	13	0.0	713
BLAST_AUTO_ID_1	gnl|onekp|KMNX_scaffold_2002365	Nucleotaenium eifelense	592036	47.680	776	332	10	101	805	12	784	74	0.0	711
BLAST_AUTO_ID_1	gnl|onekp|KMNX_scaffold_2002365	Nucleotaenium eifelense	592036	35.736	333	141	7	623	885	598	927	73	1.06e-51	204
BLAST_AUTO_ID_1	gnl|onekp|WKSU_scaffold_2019300	Drimys winteri	3419	72.187	471	115	5	1	467	1	459	16	0.0	709
BLAST_AUTO_ID_1	gnl|onekp|PZAP_scaffold_2063715	Eleusine coracana	4511	68.257	482	141	6	437	911	1	477	12	0.0	709
BLAST_AUTO_ID_1	gnl|onekp|ISPU_scaffold_2006347	Volvox globator	51718	47.273	770	364	15	158	911	1	744	42	0.0	709
BLAST_AUTO_ID_1	gnl|onekp|UPZX_scaffold_2005859	Corynandra viscosa	190804	77.098	441	95	5	474	911	1	438	6	0.0	709
BLAST_AUTO_ID_1	gnl|onekp|CGGO_scaffold_2016909	Plumbago auriculata	45172	80.050	401	80	0	205	605	1	401	0	0.0	709
BLAST_AUTO_ID_1	gnl|onekp|ZUQW_scaffold_2030218	Glycine soja	3848	72.921	469	108	3	1	469	1	450	19	0.0	708
BLAST_AUTO_ID_1	gnl|onekp|TVCU_scaffold_2010426	Ochna mossambicensis	473047	77.726	431	83	3	206	632	1	422	13	0.0	708
BLAST_AUTO_ID_1	gnl|onekp|RHVC_scaffold_2005046	Dunaliella salina	3046	47.403	770	358	15	164	911	2	746	47	0.0	706
BLAST_AUTO_ID_1	gnl|onekp|YNFJ_scaffold_2008413	Microtea debilis	696524	44.844	863	373	17	67	911	1	778	103	0.0	706
BLAST_AUTO_ID_1	gnl|onekp|YNFJ_scaffold_2008412	Microtea debilis	696524	44.844	863	373	17	67	911	1	778	103	0.0	706
BLAST_AUTO_ID_1	gnl|onekp|STDO_scaffold_2037720	Papaver somniferum subsp. setigerum	215229	83.254	418	64	4	253	668	1	414	6	0.0	706
BLAST_AUTO_ID_1	gnl|onekp|XOAL_scaffold_2043192	Dolichomastix tenuilepis	195969	44.941	850	425	14	88	911	8	840	43	0.0	704
