Query accesion	Subject Seq-id	Subject Scientific Name	Subject Taxonomy ID	Percentage of identical matches	Alignment length	Number of mismatches	Number of gap openings	Start of alignment in query	End of alignment in query	Start of alignment in subject	End of alignment in subject	Total number of gap	Expect value	Bit score
BLAST_AUTO_ID_1	gnl|onekp|HTIP_scaffold_2001993	Paeonia lactiflora	35924	94.549	477	24	1	1	475	1	477	2	0.0	920
BLAST_AUTO_ID_1	gnl|onekp|NHIX_scaffold_2012375	Colchicum autumnale	45005	93.763	481	25	1	1	476	8	488	5	0.0	920
BLAST_AUTO_ID_1	gnl|onekp|KVFU_scaffold_2042589	Diospyros malabarica	413755	94.316	475	27	0	1	475	8	482	0	0.0	920
BLAST_AUTO_ID_1	gnl|onekp|JRNA_scaffold_2008805	Phyllocladus hypophyllus	56900	93.684	475	30	0	1	475	1	475	0	0.0	920
BLAST_AUTO_ID_1	gnl|onekp|JNKW_scaffold_2016992	Cicerbita plumieri	75955	93.908	476	29	0	1	476	1	476	0	0.0	920
BLAST_AUTO_ID_1	gnl|onekp|HOKG_scaffold_2114665	Nolina atopocarpa	939154	93.908	476	29	0	1	476	8	483	0	0.0	920
BLAST_AUTO_ID_1	gnl|onekp|DAYQ_scaffold_2012694	Pectiantia pentandra	40799	94.316	475	27	0	1	475	1	475	0	0.0	920
BLAST_AUTO_ID_1	gnl|onekp|COCP_scaffold_2085844	Triglochin maritima	55501	94.316	475	27	0	1	475	8	482	0	0.0	920
BLAST_AUTO_ID_1	gnl|onekp|WUZV_scaffold_2064141	Lindenbergia philippensis	86093	93.908	476	29	0	1	476	1	476	0	0.0	920
BLAST_AUTO_ID_1	gnl|onekp|TPEM_scaffold_2027190	Platyspermation crassifolium	178798	94.316	475	27	0	1	475	1	475	0	0.0	920
BLAST_AUTO_ID_1	gnl|onekp|MYZV_scaffold_2058445	Tropaeolum peregrinum	147028	94.105	475	28	0	1	475	1	475	0	0.0	920
BLAST_AUTO_ID_1	gnl|onekp|JTRM_scaffold_2024257	Dipsacus asper	516548	94.316	475	27	0	1	475	1	475	0	0.0	920
BLAST_AUTO_ID_1	gnl|onekp|JHCN_scaffold_2008106	N/A	4034	95.137	473	22	1	1	473	8	479	1	0.0	920
BLAST_AUTO_ID_1	gnl|onekp|YZRI_scaffold_2091694	Annona muricata	13337	94.118	476	28	0	1	476	8	483	0	0.0	919
BLAST_AUTO_ID_1	gnl|onekp|VCIN_scaffold_2079676	Malus baccata	106549	94.316	475	27	0	1	475	1	475	0	0.0	919
BLAST_AUTO_ID_1	gnl|onekp|RMMV_scaffold_2004548	Callitris macleayana	214231	93.895	475	29	0	1	475	1	475	0	0.0	919
BLAST_AUTO_ID_1	gnl|onekp|IXEM_scaffold_2070335	Brodiaea sierrae	1799563	93.895	475	29	0	1	475	8	482	0	0.0	919
BLAST_AUTO_ID_1	gnl|onekp|IOVS_scaffold_2008597	Pseudotsuga sinensis var. wilsoniana	71408	93.895	475	29	0	1	475	1	475	0	0.0	919
BLAST_AUTO_ID_1	gnl|onekp|IKFD_scaffold_2053003	Quassia amara	43725	94.526	475	26	0	1	475	8	482	0	0.0	919
BLAST_AUTO_ID_1	gnl|onekp|ZETY_scaffold_2015333	Hydrangea quercifolia	60124	94.316	475	27	0	1	475	1	475	0	0.0	919
BLAST_AUTO_ID_1	gnl|onekp|YGCX_scaffold_2143010	Geranium maculatum	1663611	94.105	475	28	0	1	475	1	475	0	0.0	919
BLAST_AUTO_ID_1	gnl|onekp|TVSH_scaffold_2071303	Bituminaria bituminosa	53836	94.105	475	28	0	1	475	1	475	0	0.0	919
BLAST_AUTO_ID_1	gnl|onekp|SNBI_scaffold_2012865	Sambucus canadensis	57008	93.895	475	29	0	1	475	1	475	0	0.0	919
BLAST_AUTO_ID_1	gnl|onekp|KRUQ_scaffold_2111676	Porella navicularis	269545	92.421	475	36	0	1	475	1	475	0	0.0	919
BLAST_AUTO_ID_1	gnl|onekp|JVBR_scaffold_2007401	Aloe vera	34199	93.908	476	29	0	1	476	8	483	0	0.0	919
BLAST_AUTO_ID_1	gnl|onekp|DZQM_scaffold_2055036	Pinus radiata	3347	93.474	475	31	0	1	475	1	475	0	0.0	919
BLAST_AUTO_ID_1	gnl|onekp|VYLQ_scaffold_2050674	Cassytha filiformis	121073	93.895	475	29	0	1	475	8	482	0	0.0	919
BLAST_AUTO_ID_1	gnl|onekp|VGVI_scaffold_2068109	Dendropemon caribaeus	1618139	94.105	475	28	0	1	475	1	475	0	0.0	919
BLAST_AUTO_ID_1	gnl|onekp|SILJ_scaffold_2019305	Talbotia elegans	72649	93.908	476	29	0	1	476	8	483	0	0.0	919
BLAST_AUTO_ID_1	gnl|onekp|RCUX_scaffold_2125073	N/A	16150	93.908	476	29	0	1	476	8	483	0	0.0	919
BLAST_AUTO_ID_1	gnl|onekp|QUTB_scaffold_2076595	Aextoxicon punctatum	39268	93.895	475	29	0	1	475	1	475	0	0.0	919
BLAST_AUTO_ID_1	gnl|onekp|IZNU_scaffold_2045179	Ipomoea lobata	89650	94.538	476	26	0	1	476	1	476	0	0.0	919
BLAST_AUTO_ID_1	gnl|onekp|FONV_scaffold_2086853	Greyia sutherlandii	1167264	94.526	475	26	0	1	475	8	482	0	0.0	919
BLAST_AUTO_ID_1	gnl|onekp|FFFY_scaffold_2014714	Valeriana officinalis	19953	93.895	475	29	0	1	475	1	475	0	0.0	919
BLAST_AUTO_ID_1	gnl|onekp|ERWT_scaffold_2044874	Ipomoea coccinea	28523	94.538	476	26	0	1	476	1	476	0	0.0	919
BLAST_AUTO_ID_1	gnl|onekp|ALUC_scaffold_2054967	Ipomoea quamoclit	89660	94.538	476	26	0	1	476	1	476	0	0.0	919
BLAST_AUTO_ID_1	gnl|onekp|ZTLR_scaffold_2048173	Rhizophora mangle	40031	94.526	475	26	0	1	475	8	482	0	0.0	918
BLAST_AUTO_ID_1	gnl|onekp|VGSX_scaffold_2006031	Retrophyllum minus	58045	93.895	475	29	0	1	475	1	475	0	0.0	918
BLAST_AUTO_ID_1	gnl|onekp|UDUT_scaffold_2009311	Larrea tridentata	66636	94.526	475	26	0	1	475	8	482	0	0.0	918
BLAST_AUTO_ID_1	gnl|onekp|RMVB_scaffold_2105957	Avena fatua	4499	93.487	476	31	0	1	476	1	476	0	0.0	918
BLAST_AUTO_ID_1	gnl|onekp|CFRN_scaffold_2096567	Carthamus lanatus	41502	94.105	475	28	0	1	475	1	475	0	0.0	918
BLAST_AUTO_ID_1	gnl|onekp|AREG_scaffold_2008528	Nothotsuga longibracteata	123601	93.263	475	32	0	1	475	1	475	0	0.0	918
BLAST_AUTO_ID_1	gnl|onekp|TNWF_scaffold_2008821	N/A	4653	93.277	476	32	0	1	476	8	483	0	0.0	918
BLAST_AUTO_ID_1	gnl|onekp|QSLH_scaffold_2056161	Ipomoea hederacea	43178	94.538	476	26	0	1	476	1	476	0	0.0	918
BLAST_AUTO_ID_1	gnl|onekp|OQBM_scaffold_2058705	Ipomoea indica	264526	94.538	476	26	0	1	476	1	476	0	0.0	918
BLAST_AUTO_ID_1	gnl|onekp|NWMY_scaffold_2065172	Kadsura heteroclita	124781	93.474	475	31	0	1	475	1	475	0	0.0	918
BLAST_AUTO_ID_1	gnl|onekp|NHAG_scaffold_2050843	Ipomoea nil	35883	94.538	476	26	0	1	476	1	476	0	0.0	918
BLAST_AUTO_ID_1	gnl|onekp|NAUM_scaffold_2055431	Ipomoea lindheimeri	89649	94.538	476	26	0	1	476	1	476	0	0.0	918
BLAST_AUTO_ID_1	gnl|onekp|EMBR_scaffold_2013075	Ipomoea pubescens	264533	94.538	476	26	0	1	476	1	476	0	0.0	918
BLAST_AUTO_ID_1	gnl|onekp|BYQM_scaffold_2061600	Posidonia australis	55488	94.105	475	28	0	1	475	8	482	0	0.0	918
BLAST_AUTO_ID_1	gnl|onekp|UGJI_scaffold_2018160	Solanum cheesmaniae	142759	93.908	476	29	0	1	476	1	476	0	0.0	917
BLAST_AUTO_ID_1	gnl|onekp|KPTE_scaffold_2068363	Bixa orellana	66672	94.316	475	27	0	1	475	8	482	0	0.0	917
BLAST_AUTO_ID_1	gnl|onekp|JNUB_scaffold_2029167	Maranta leuconeura	34203	93.487	476	31	0	1	476	8	483	0	0.0	917
BLAST_AUTO_ID_1	gnl|onekp|BCAA_scaffold_2073430	Kirkia wilmsii	43703	93.895	475	29	0	1	475	8	482	0	0.0	917
BLAST_AUTO_ID_1	gnl|onekp|UVDC_scaffold_2043125	Azadirachta indica	124943	94.526	475	26	0	1	475	8	482	0	0.0	917
BLAST_AUTO_ID_1	gnl|onekp|RUUB_scaffold_2001773	Physena madagascariensis	764924	93.487	476	31	0	1	476	1	476	0	0.0	917
BLAST_AUTO_ID_1	gnl|onekp|QZZU_scaffold_2067093	Pyrenacantha malvifolia	85255	93.684	475	30	0	1	475	8	482	0	0.0	917
BLAST_AUTO_ID_1	gnl|onekp|ZENX_scaffold_2002147	Neurachne alopecuroidea	463416	93.067	476	33	0	1	476	8	483	0	0.0	917
BLAST_AUTO_ID_1	gnl|onekp|VXKB_scaffold_2063855	Ipomoea purpurea	4121	94.328	476	27	0	1	476	1	476	0	0.0	917
BLAST_AUTO_ID_1	gnl|onekp|TUHA_scaffold_2062944	Eschscholzia californica	3467	95.522	469	21	0	1	469	8	476	0	0.0	917
BLAST_AUTO_ID_1	gnl|onekp|SDXI_scaffold_2057389	Ipomoea purpurea	4121	94.328	476	27	0	1	476	1	476	0	0.0	917
BLAST_AUTO_ID_1	gnl|onekp|KNKV_scaffold_2101230	N/A	4653	93.487	476	31	0	1	476	8	483	0	0.0	917
BLAST_AUTO_ID_1	gnl|onekp|HUSX_scaffold_2054752	Roridula gorgonias	3772	93.895	475	29	0	1	475	1	475	0	0.0	917
BLAST_AUTO_ID_1	gnl|onekp|ATYL_scaffold_2123820	Scutellaria montana	1799630	93.697	476	30	0	1	476	8	483	0	0.0	917
BLAST_AUTO_ID_1	gnl|onekp|XBKS_scaffold_2006362	Thyridolepis mitchelliana	1042618	93.067	476	33	0	1	476	1	476	0	0.0	916
BLAST_AUTO_ID_1	gnl|onekp|SWOH_scaffold_2057003	Trochodendron aralioides	4407	93.895	475	29	0	1	475	8	482	0	0.0	916
BLAST_AUTO_ID_1	gnl|onekp|SUAK_scaffold_2041189	Codariocalyx motorius	1205713	94.316	475	27	0	1	475	1	475	0	0.0	916
BLAST_AUTO_ID_1	gnl|onekp|ODDO_scaffold_2105444	Ardisia humilis	587400	94.105	475	28	0	1	475	5	479	0	0.0	916
BLAST_AUTO_ID_1	gnl|onekp|GIOY_scaffold_2036507	Corokia cotoneaster	16909	94.105	475	28	0	1	475	1	475	0	0.0	916
BLAST_AUTO_ID_1	gnl|onekp|ZJUL_scaffold_2062960	Rhodiola rosea	203015	95.503	467	21	0	1	467	1	467	0	0.0	916
BLAST_AUTO_ID_1	gnl|onekp|TIJL_scaffold_2128233	Eleusine coracana	4511	93.067	476	33	0	1	476	8	483	0	0.0	916
BLAST_AUTO_ID_1	gnl|onekp|PZAP_scaffold_2010603	Eleusine coracana	4511	93.067	476	33	0	1	476	8	483	0	0.0	916
BLAST_AUTO_ID_1	gnl|onekp|IUSR_scaffold_2086964	Myriophyllum aquaticum	208863	94.105	475	28	0	1	475	1	475	0	0.0	916
BLAST_AUTO_ID_1	gnl|onekp|BYPY_scaffold_2015311	Brocchinia reducta	230702	92.437	476	27	2	1	476	8	474	9	0.0	916
BLAST_AUTO_ID_1	gnl|onekp|AYMT_scaffold_2007813	Eucalyptus leucoxylon	34318	94.105	475	28	0	1	475	8	482	0	0.0	916
BLAST_AUTO_ID_1	gnl|onekp|AYMT_scaffold_2007812	Eucalyptus leucoxylon	34318	94.105	475	28	0	1	475	8	482	0	0.0	916
BLAST_AUTO_ID_1	gnl|onekp|QOXT_scaffold_2020096	Xerophyta villosa	1289423	93.487	476	31	0	1	476	8	483	0	0.0	915
BLAST_AUTO_ID_1	gnl|onekp|OCTM_scaffold_2087673	N/A	3681	93.895	475	29	0	1	475	8	482	0	0.0	915
BLAST_AUTO_ID_1	gnl|onekp|JUWL_scaffold_2002939	Keteleeria evelyniana	123598	93.053	475	33	0	1	475	1	475	0	0.0	915
BLAST_AUTO_ID_1	gnl|onekp|EFMS_scaffold_2081322	Torreya taxifolia	156149	93.263	475	32	0	1	475	1	475	0	0.0	915
BLAST_AUTO_ID_1	gnl|onekp|DTNC_scaffold_2055615	Sinningia tuberosa	189042	93.474	475	31	0	1	475	1	475	0	0.0	915
BLAST_AUTO_ID_1	gnl|onekp|CVDF_scaffold_2022489	Simmondsia chinensis	3999	94.105	475	28	0	1	475	8	482	0	0.0	915
BLAST_AUTO_ID_1	gnl|onekp|XMGP_scaffold_2007436	Juniperus scopulorum	466205	92.647	476	35	0	1	476	1	476	0	0.0	915
BLAST_AUTO_ID_1	gnl|onekp|SWGX_scaffold_2002408	Tetrazygia bicolor	263337	92.647	476	35	0	1	476	1	476	0	0.0	915
BLAST_AUTO_ID_1	gnl|onekp|OXGJ_scaffold_2008679	Glyptostrobus pensilis	28978	92.647	476	35	0	1	476	1	476	0	0.0	915
BLAST_AUTO_ID_1	gnl|onekp|FEDW_scaffold_2091654	N/A	13054	93.895	475	29	0	1	475	8	482	0	0.0	915
BLAST_AUTO_ID_1	gnl|onekp|CIEA_scaffold_2009829	Juncus inflexus	318445	93.474	475	31	0	1	475	4	478	0	0.0	915
BLAST_AUTO_ID_1	gnl|onekp|WPHN_scaffold_2055356	Idiospermum australiense	13573	93.277	476	32	0	1	476	8	483	0	0.0	915
BLAST_AUTO_ID_1	gnl|onekp|SOHV_scaffold_2019457	Panicum miliaceum	4540	93.277	476	32	0	1	476	1	476	0	0.0	915
BLAST_AUTO_ID_1	gnl|onekp|NEBM_scaffold_2080837	Syzygium micranthum	1799633	93.684	475	30	0	1	475	8	482	0	0.0	915
BLAST_AUTO_ID_1	gnl|onekp|BDJQ_scaffold_2090473	Zingiber officinale	94328	93.067	476	33	0	1	476	8	483	0	0.0	915
BLAST_AUTO_ID_1	gnl|onekp|ZUHO_scaffold_2003030	Anemone hupehensis	168000	94.316	475	27	0	1	475	1	475	0	0.0	914
BLAST_AUTO_ID_1	gnl|onekp|WBIB_scaffold_2015489	Lepidosperma gibsonii	1074902	93.697	476	30	0	1	476	8	483	0	0.0	914
BLAST_AUTO_ID_1	gnl|onekp|SUFP_scaffold_2027902	Papaver somniferum	3469	93.895	475	29	0	1	475	1	475	0	0.0	914
BLAST_AUTO_ID_1	gnl|onekp|MVTX_scaffold_2102256	Papaver rhoeas	33128	93.895	475	29	0	1	475	1	475	0	0.0	914
BLAST_AUTO_ID_1	gnl|onekp|LFOG_scaffold_2073849	Salix purpurea	77065	93.277	476	32	0	1	476	8	483	0	0.0	914
BLAST_AUTO_ID_1	gnl|onekp|GNRI_scaffold_2132655	Digitalis purpurea	4164	94.883	469	24	0	1	469	1	469	0	0.0	914
BLAST_AUTO_ID_1	gnl|onekp|GMAM_scaffold_2107284	Papaver rhoeas	33128	93.895	475	29	0	1	475	1	475	0	0.0	914
BLAST_AUTO_ID_1	gnl|onekp|FNXH_scaffold_2130288	Papaver somniferum subsp. setigerum	215229	93.895	475	29	0	1	475	1	475	0	0.0	914
BLAST_AUTO_ID_1	gnl|onekp|EPRK_scaffold_2114469	Papaver somniferum subsp. setigerum	215229	93.895	475	29	0	1	475	1	475	0	0.0	914
BLAST_AUTO_ID_1	gnl|onekp|DAAD_scaffold_2001038	Ardisia revoluta	671251	94.105	475	28	0	1	475	1	475	0	0.0	914
BLAST_AUTO_ID_1	gnl|onekp|ZSAB_scaffold_2011231	Hoheria angustifolia	288271	93.263	475	32	0	1	475	8	482	0	0.0	914
BLAST_AUTO_ID_1	gnl|onekp|XMQO_scaffold_2018530	Gunnera manicata	24957	94.105	475	28	0	1	475	1	475	0	0.0	914
BLAST_AUTO_ID_1	gnl|onekp|VDAO_scaffold_2033830	Ephedra sinica	33152	93.053	475	33	0	1	475	1	475	0	0.0	914
BLAST_AUTO_ID_1	gnl|onekp|UQAZ_scaffold_2045776	Flaveria angustifolia	163088	94.280	472	27	0	1	472	1	472	0	0.0	914
BLAST_AUTO_ID_1	gnl|onekp|SALZ_scaffold_2070930	Pittosporum resiniferum	330643	93.684	475	30	0	1	475	1	475	0	0.0	914
BLAST_AUTO_ID_1	gnl|onekp|HAEU_scaffold_2054436	Berberidopsis beckleri	333358	93.487	476	31	0	1	476	8	483	0	0.0	914
BLAST_AUTO_ID_1	gnl|onekp|GFVW_scaffold_2116953	Flaveria pringlei	4226	94.280	472	27	0	1	472	1	472	0	0.0	914
BLAST_AUTO_ID_1	gnl|onekp|EXHX_scaffold_2058510	Flaveria angustifolia	163088	94.280	472	27	0	1	472	1	472	0	0.0	914
BLAST_AUTO_ID_1	gnl|onekp|YLWW_scaffold_2073900	Uniola paniculata	110913	92.857	476	34	0	1	476	8	483	0	0.0	914
BLAST_AUTO_ID_1	gnl|onekp|UZXL_scaffold_2029169	Disporopsis pernyi	34185	93.067	476	33	0	1	476	8	483	0	0.0	914
BLAST_AUTO_ID_1	gnl|onekp|UPOG_scaffold_2057183	Anemone pulsatilla	445234	94.105	475	28	0	1	475	1	475	0	0.0	914
BLAST_AUTO_ID_1	gnl|onekp|TNAW_scaffold_2077545	Pyramimonas parkeae	36894	92.857	476	34	0	1	476	1	476	0	0.0	914
BLAST_AUTO_ID_1	gnl|onekp|TKEK_scaffold_2016216	Mansoa alliacea	353996	93.684	475	30	0	1	475	1	475	0	0.0	914
BLAST_AUTO_ID_1	gnl|onekp|RJNQ_scaffold_2119272	Lagerstroemia indica	141186	93.684	475	30	0	1	475	8	482	0	0.0	914
BLAST_AUTO_ID_1	gnl|onekp|QRTH_scaffold_2005178	Chloromonas perforata	51730	92.857	476	34	0	1	476	1	476	0	0.0	914
BLAST_AUTO_ID_1	gnl|onekp|PRIQ_scaffold_2006280	Pleurastrum insigne	34115	92.857	476	34	0	1	476	1	476	0	0.0	914
BLAST_AUTO_ID_1	gnl|onekp|PQED_scaffold_2052251	Gloeochaete wittrockiana	38269	92.857	476	34	0	1	476	1	476	0	0.0	914
BLAST_AUTO_ID_1	gnl|onekp|LLEN_scaffold_2045018	N/A	2832	92.857	476	34	0	1	476	1	476	0	0.0	914
BLAST_AUTO_ID_1	gnl|onekp|KVAY_scaffold_2058597	N/A	66647	94.105	475	28	0	1	475	8	482	0	0.0	914
BLAST_AUTO_ID_1	gnl|onekp|ISHC_scaffold_2045543	Staurastrum sebaldii	292362	92.857	476	34	0	1	476	1	476	0	0.0	914
BLAST_AUTO_ID_1	gnl|onekp|GRKU_scaffold_2078574	Syntrichia princeps	487417	93.263	475	32	0	1	475	1	475	0	0.0	914
BLAST_AUTO_ID_1	gnl|onekp|ENAU_scaffold_2021698	Spermatozopsis similis	3192	92.857	476	34	0	1	476	1	476	0	0.0	914
BLAST_AUTO_ID_1	gnl|onekp|DFDS_scaffold_2040050	Desmidium aptogonum	426038	92.857	476	34	0	1	476	1	476	0	0.0	914
BLAST_AUTO_ID_1	gnl|onekp|COBX_scaffold_2072595	Polypremum procumbens	83689	93.277	476	32	0	1	476	1	476	0	0.0	914
BLAST_AUTO_ID_1	gnl|onekp|CCID_scaffold_2005652	Akebia trifoliata	155132	94.105	475	28	0	1	475	8	482	0	0.0	914
BLAST_AUTO_ID_1	gnl|onekp|BCYF_scaffold_2046509	Chlamydomonas cribrum	69356	92.857	476	34	0	1	476	1	476	0	0.0	914
BLAST_AUTO_ID_1	gnl|onekp|BAJW_scaffold_2042975	Isochrysis sp.	40639	92.857	476	34	0	1	476	1	476	0	0.0	914
BLAST_AUTO_ID_1	gnl|onekp|SXML_scaffold_2072063	Ilex paraguariensis	185542	93.684	475	30	0	1	475	8	482	0	0.0	913
BLAST_AUTO_ID_1	gnl|onekp|QIKZ_scaffold_2032576	Griselinia racemosa	140583	93.684	475	30	0	1	475	1	475	0	0.0	913
BLAST_AUTO_ID_1	gnl|onekp|SIZE_scaffold_2014535	Passiflora caerulea	159428	93.263	475	32	0	1	475	8	482	0	0.0	913
BLAST_AUTO_ID_1	gnl|onekp|LMXP_scaffold_2083745	Flaveria brownii	33111	94.068	472	28	0	1	472	1	472	0	0.0	913
BLAST_AUTO_ID_1	gnl|onekp|IPUI_scaffold_2082165	Flaveria brownii	33111	94.068	472	28	0	1	472	1	472	0	0.0	913
BLAST_AUTO_ID_1	gnl|onekp|HXDV_scaffold_2050138	Flaveria pubescens	35880	94.068	472	28	0	1	472	1	472	0	0.0	913
BLAST_AUTO_ID_1	gnl|onekp|FZJL_scaffold_2022893	Austrobaileya scandens	13351	92.842	475	34	0	1	475	1	475	0	0.0	913
BLAST_AUTO_ID_1	gnl|onekp|EMAL_scaffold_2008710	Ehretia acuminata	163079	93.053	475	33	0	1	475	1	475	0	0.0	913
BLAST_AUTO_ID_1	gnl|onekp|DSWR_scaffold_2068813	Flaveria cronquistii	29717	94.068	472	28	0	1	472	1	472	0	0.0	913
BLAST_AUTO_ID_1	gnl|onekp|DKFZ_scaffold_2069142	Mertensia paniculata	620842	92.857	476	34	0	1	476	8	483	0	0.0	913
BLAST_AUTO_ID_1	gnl|onekp|AIOU_scaffold_2070727	Brugmansia sanguinea	540794	93.277	476	32	0	1	476	1	476	0	0.0	913
BLAST_AUTO_ID_1	gnl|onekp|YHFG_scaffold_2077451	Nandina domestica	41776	93.474	475	31	0	1	475	1	475	0	0.0	912
BLAST_AUTO_ID_1	gnl|onekp|UBLN_scaffold_2085240	Xanthium strumarium	318068	94.068	472	28	0	1	472	1	472	0	0.0	912
BLAST_AUTO_ID_1	gnl|onekp|RRID_scaffold_2103875	Papaver bracteatum	215227	93.684	475	30	0	1	475	1	475	0	0.0	912
BLAST_AUTO_ID_1	gnl|onekp|NGTD_scaffold_2100697	Dicranum scoparium	3222	93.474	475	31	0	1	475	1	475	0	0.0	912
BLAST_AUTO_ID_1	gnl|onekp|KJBH_scaffold_2052248	Flaveria cronquistii	29717	94.068	472	28	0	1	472	1	472	0	0.0	912
BLAST_AUTO_ID_1	gnl|onekp|ZMGN_scaffold_2086507	Neurachne munroi	4524	92.437	476	36	0	1	476	8	483	0	0.0	912
BLAST_AUTO_ID_1	gnl|onekp|XNXF_scaffold_2011789	Dendrolycopodium obscurum	62333	90.947	475	43	0	1	475	1	475	0	0.0	912
BLAST_AUTO_ID_1	gnl|onekp|PYHZ_scaffold_2074118	N/A	13838	93.263	475	32	0	1	475	1	475	0	0.0	912
BLAST_AUTO_ID_1	gnl|onekp|WYIG_scaffold_2022705	Dombeya burgessiae	857585	93.474	475	31	0	1	475	8	482	0	0.0	912
BLAST_AUTO_ID_1	gnl|onekp|RUUB_scaffold_2085655	Physena madagascariensis	764924	93.263	475	32	0	1	475	8	482	0	0.0	912
BLAST_AUTO_ID_1	gnl|onekp|OLXF_scaffold_2091599	Hibiscus cannabinus	229543	93.067	476	33	0	1	476	8	483	0	0.0	912
BLAST_AUTO_ID_1	gnl|onekp|NPRL_scaffold_2016739	Cathaya argyrophylla	64686	93.501	477	29	1	1	475	1	477	2	0.0	912
BLAST_AUTO_ID_1	gnl|onekp|NHCM_scaffold_2065076	Angiopteris evecta	13825	93.067	476	33	0	1	476	8	483	0	0.0	912
BLAST_AUTO_ID_1	gnl|onekp|FVXD_scaffold_2011890	Beta vulgaris subsp. maritima	350892	93.474	475	31	0	1	475	1	475	0	0.0	912
BLAST_AUTO_ID_1	gnl|onekp|VFFP_scaffold_2046269	Acer negundo	4023	94.105	475	28	0	1	475	8	482	0	0.0	911
BLAST_AUTO_ID_1	gnl|onekp|SKQD_scaffold_2077515	Takakia lepidozioides	37425	93.684	475	30	0	1	475	1	475	0	0.0	911
BLAST_AUTO_ID_1	gnl|onekp|EGLZ_scaffold_2039558	Prumnopitys andina	120634	92.842	475	34	0	1	475	1	475	0	0.0	911
BLAST_AUTO_ID_1	gnl|onekp|ZNZC_scaffold_2056268	Flaveria bidentis	4224	93.856	472	29	0	1	472	1	472	0	0.0	911
BLAST_AUTO_ID_1	gnl|onekp|YNFJ_scaffold_2177282	Microtea debilis	696524	93.487	476	31	0	1	476	8	483	0	0.0	911
BLAST_AUTO_ID_1	gnl|onekp|RLCS_scaffold_2006225	Flaveria trinervia	4227	93.856	472	29	0	1	472	1	472	0	0.0	911
BLAST_AUTO_ID_1	gnl|onekp|QXWF_scaffold_2055173	Flaveria kochiana	343901	93.856	472	29	0	1	472	1	472	0	0.0	911
BLAST_AUTO_ID_1	gnl|onekp|NVSO_scaffold_2059218	Flaveria palmeri	35879	93.856	472	29	0	1	472	1	472	0	0.0	911
BLAST_AUTO_ID_1	gnl|onekp|KYNE_scaffold_2068469	Cyanella orchidiformis	928049	93.277	476	32	0	1	476	8	483	0	0.0	911
BLAST_AUTO_ID_1	gnl|onekp|HXCD_scaffold_2005047	Flaveria vaginata	243343	93.856	472	29	0	1	472	1	472	0	0.0	911
BLAST_AUTO_ID_1	gnl|onekp|GEHT_scaffold_2014190	Gleditsia triacanthos	54874	93.684	475	30	0	1	475	8	482	0	0.0	911
BLAST_AUTO_ID_1	gnl|onekp|IZLO_scaffold_2005685	Lobelia siphilitica	330173	92.842	475	34	0	1	475	1	475	0	0.0	910
BLAST_AUTO_ID_1	gnl|onekp|IZLO_scaffold_2005683	Lobelia siphilitica	330173	92.842	475	34	0	1	475	1	475	0	0.0	910
BLAST_AUTO_ID_1	gnl|onekp|WOBD_scaffold_2083808	Limonium spectabile	63099	93.053	475	33	0	1	475	8	482	0	0.0	910
BLAST_AUTO_ID_1	gnl|onekp|ZQRI_scaffold_2066500	Timmia austriaca	108613	93.658	473	30	0	1	473	1	473	0	0.0	910
BLAST_AUTO_ID_1	gnl|onekp|RVGH_scaffold_2004419	Drypetes deplanchei	117163	93.895	475	29	0	1	475	1	475	0	0.0	910
BLAST_AUTO_ID_1	gnl|onekp|FYSJ_scaffold_2073730	Fallopia convolvulus	76029	93.684	475	30	0	1	475	1	475	0	0.0	910
BLAST_AUTO_ID_1	gnl|onekp|TJES_scaffold_2069538	Spergularia media	545670	93.474	475	31	0	1	475	7	481	0	0.0	909
BLAST_AUTO_ID_1	gnl|onekp|NKIN_scaffold_2014234	Thujopsis dolabrata	13727	92.034	477	37	1	1	476	1	477	1	0.0	909
BLAST_AUTO_ID_1	gnl|onekp|KMNX_scaffold_2003908	Nucleotaenium eifelense	592036	92.842	475	34	0	1	475	1	475	0	0.0	909
BLAST_AUTO_ID_1	gnl|onekp|SMMC_scaffold_2037074	Chenopodium quinoa	63459	93.263	475	32	0	1	475	1	475	0	0.0	909
BLAST_AUTO_ID_1	gnl|onekp|CJNT_scaffold_2079223	Polypodium glycyrrhiza	38390	92.842	475	34	0	1	475	1	475	0	0.0	909
BLAST_AUTO_ID_1	gnl|onekp|WEEQ_scaffold_2013729	Phaeoceros carolinianus	185665	93.263	475	32	0	1	475	1	475	0	0.0	909
BLAST_AUTO_ID_1	gnl|onekp|TWUW_scaffold_2011098	Anthoceros agrestis	41834	93.053	475	33	0	1	475	1	475	0	0.0	909
BLAST_AUTO_ID_1	gnl|onekp|ABCD_scaffold_2007230	Niphotrichum elongatum	71396	92.842	475	34	0	1	475	1	475	0	0.0	909
BLAST_AUTO_ID_1	gnl|onekp|WFBF_scaffold_2043649	Podophyllum peltatum	35933	94.647	467	25	0	1	467	1	467	0	0.0	908
BLAST_AUTO_ID_1	gnl|onekp|UXCS_scaffold_2012288	N/A	114458	92.842	475	34	0	1	475	1	475	0	0.0	908
BLAST_AUTO_ID_1	gnl|onekp|STKJ_scaffold_2022471	Cosmarium ochthodes	485946	92.421	475	36	0	1	475	1	475	0	0.0	908
